epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
2,56,,0.10000000149011612,,0.35393211245536804,,
2,57,,0.0,,0.6489163637161255,,
2,58,,0.0,,0.6156282424926758,,
2,59,,0.0,,0.5788237452507019,,
2,60,,0.10000000149011612,,0.37498506903648376,,
2,61,,0.10000000149011612,,0.5897327661514282,,
2,62,,0.0,,0.5727855563163757,,
2,62,,,,,0.05882352963089943,0.6578938364982605
2,62,0.029126213863492012,,0.5380496978759766,,,
3,63,,0.10000000149011612,,0.5823259353637695,,
3,64,,0.10000000149011612,,0.6112700700759888,,
3,65,,0.0,,0.5817388296127319,,
3,66,,0.0,,0.4159793555736542,,
3,67,,0.10000000149011612,,0.49624618887901306,,
3,68,,0.10000000149011612,,0.6450230479240417,,
3,69,,0.10000000149011612,,0.43080464005470276,,
3,70,,0.0,,0.6405996680259705,,
3,71,,0.0,,0.5492841601371765,,
3,72,,0.0,,0.573297381401062,,
3,73,,0.10000000149011612,,0.9928497672080994,,
3,74,,0.0,,0.3934336304664612,,
3,75,,0.0,,0.4385688900947571,,
3,76,,0.0,,0.40597793459892273,,
3,77,,0.10000000149011612,,0.4391912519931793,,
3,78,,0.0,,0.42626142501831055,,
3,79,,0.0,,0.7008358836174011,,
3,80,,0.10000000149011612,,0.4308438301086426,,
3,81,,0.0,,0.49780774116516113,,
3,82,,0.10000000149011612,,0.5138923525810242,,
3,83,,0.1666666716337204,,0.49187690019607544,,
3,83,,,,,0.05882352963089943,0.6569531559944153
3,83,0.04854368790984154,,0.536959171295166,,,
4,84,,0.10000000149011612,,0.424514502286911,,
4,85,,0.10000000149011612,,0.6336236596107483,,
4,86,,0.10000000149011612,,0.4820634424686432,,
4,87,,0.0,,0.49184179306030273,,
4,88,,0.0,,0.5071067214012146,,
4,89,,0.0,,0.634871244430542,,
4,90,,0.20000000298023224,,0.9310060739517212,,
4,91,,0.0,,0.5181993246078491,,
4,92,,0.10000000149011612,,0.4759579598903656,,
4,93,,0.10000000149011612,,0.3869779109954834,,
4,94,,0.10000000149011612,,0.4309104084968567,,
4,95,,0.0,,0.5780707597732544,,
4,96,,0.0,,0.4137616753578186,,
4,97,,0.0,,0.6899555325508118,,
4,98,,0.0,,0.6490024328231812,,
4,99,,0.0,,0.46712908148765564,,
4,100,,0.10000000149011612,,0.4089648723602295,,
4,101,,0.0,,0.6507092714309692,,
4,102,,0.10000000149011612,,0.35080432891845703,,
4,103,,0.10000000149011612,,0.5017276406288147,,
4,104,,0.3333333432674408,,0.7098727226257324,,
4,104,,,,,0.05882352963089943,0.6588276624679565
4,104,0.06310679763555527,,0.5365593433380127,,,
5,105,,0.0,,0.4721011221408844,,
5,106,,0.0,,0.6131088137626648,,
5,107,,0.20000000298023224,,0.2807886600494385,,
5,108,,0.0,,0.7098159790039062,,
5,109,,0.0,,0.6876326203346252,,
5,110,,0.0,,0.42577096819877625,,
5,111,,0.0,,0.3773772418498993,,
5,112,,0.10000000149011612,,0.39130276441574097,,
5,113,,0.10000000149011612,,0.6296156048774719,,
5,114,,0.10000000149011612,,0.6013457179069519,,
5,115,,0.0,,0.7210279107093811,,
5,116,,0.0,,0.3134799897670746,,
5,117,,0.20000000298023224,,0.40529972314834595,,
5,118,,0.0,,0.6196940541267395,,
5,119,,0.10000000149011612,,0.4781215786933899,,
5,120,,0.0,,0.6075177192687988,,
5,121,,0.20000000298023224,,0.4320213794708252,,
5,122,,0.0,,0.5220309495925903,,
5,123,,0.10000000149011612,,0.5828938484191895,,
5,124,,0.30000001192092896,,0.5766806602478027,,
5,125,,0.0,,0.898283839225769,,
5,125,,,,,0.03921568766236305,0.6623326539993286
5,125,0.06796116381883621,,0.533329963684082,,,
6,126,,0.10000000149011612,,0.4735181927680969,,
6,127,,0.20000000298023224,,0.4562744200229645,,
6,128,,0.0,,0.4078560471534729,,
6,129,,0.0,,0.5005996227264404,,
6,130,,0.10000000149011612,,0.4891017973423004,,
6,131,,0.0,,0.6395788192749023,,
6,132,,0.10000000149011612,,0.5415801405906677,,
6,133,,0.10000000149011612,,0.7504318356513977,,
6,134,,0.0,,0.5946038961410522,,
6,135,,0.0,,0.5175871253013611,,
6,136,,0.0,,0.5720805525779724,,
6,137,,0.0,,0.36216863989830017,,
6,138,,0.0,,0.4606326222419739,,
6,139,,0.10000000149011612,,0.7992987036705017,,
6,140,,0.10000000149011612,,0.510750949382782,,
6,141,,0.0,,0.6715807914733887,,
6,142,,0.20000000298023224,,0.5860118269920349,,
6,143,,0.10000000149011612,,0.5836178064346313,,
6,144,,0.0,,0.4964058995246887,,
6,145,,0.20000000298023224,,0.3540714383125305,,
6,146,,0.0,,0.38260769844055176,,
6,146,,,,,0.05882352963089943,0.6588646173477173
6,146,0.06310679763555527,,0.5338502526283264,,,
7,147,,0.0,,0.5022652745246887,,
7,148,,0.10000000149011612,,0.719122588634491,,
7,149,,0.10000000149011612,,0.6390807628631592,,
7,150,,0.10000000149011612,,0.4068014323711395,,
7,151,,0.0,,0.37799105048179626,,
7,152,,0.0,,0.39937955141067505,,
7,153,,0.0,,0.6152370572090149,,
7,154,,0.0,,0.3888920247554779,,
7,155,,0.0,,0.8574911952018738,,
7,156,,0.0,,0.50696861743927,,
7,157,,0.0,,0.5604013204574585,,
7,158,,0.0,,0.5165700316429138,,
7,159,,0.10000000149011612,,0.5553498268127441,,
7,160,,0.10000000149011612,,0.4529016613960266,,
7,161,,0.10000000149011612,,0.3478717803955078,,
7,162,,0.10000000149011612,,0.526701033115387,,
7,163,,0.10000000149011612,,0.6324858069419861,,
7,164,,0.20000000298023224,,0.34978219866752625,,
7,165,,0.0,,0.7387382388114929,,
7,166,,0.10000000149011612,,0.4656762182712555,,
7,167,,0.0,,0.7215825319290161,,
7,167,,,,,0.05882352963089943,0.6645364761352539
7,167,0.05339805781841278,,0.5336241722106934,,,
8,168,,0.0,,0.5806375741958618,,
8,169,,0.20000000298023224,,0.4989561140537262,,
8,170,,0.0,,0.7268607020378113,,
8,171,,0.10000000149011612,,0.42234688997268677,,
8,172,,0.0,,0.5357696413993835,,
8,173,,0.10000000149011612,,0.6843506097793579,,
8,174,,0.10000000149011612,,0.4512856602668762,,
8,175,,0.10000000149011612,,0.4722365438938141,,
8,176,,0.0,,0.4745638072490692,,
8,177,,0.10000000149011612,,0.29752424359321594,,
8,178,,0.0,,0.6097361445426941,,
8,179,,0.0,,0.7080074548721313,,
8,180,,0.10000000149011612,,0.5062224268913269,,
8,181,,0.10000000149011612,,0.5915154814720154,,
8,182,,0.20000000298023224,,0.636983335018158,,
8,183,,0.10000000149011612,,0.53993159532547,,
8,184,,0.10000000149011612,,0.34747642278671265,,
8,185,,0.0,,0.36037760972976685,,
8,186,,0.0,,0.4808904826641083,,
8,187,,0.0,,0.5901253819465637,,
8,188,,0.0,,0.7647198438644409,,
8,188,,,,,0.0784313753247261,0.6591445207595825
8,188,0.06310679763555527,,0.5327490568161011,,,
9,189,,0.0,,0.374674916267395,,
9,190,,0.10000000149011612,,0.49459049105644226,,
9,191,,0.0,,0.4354270100593567,,
9,192,,0.20000000298023224,,0.5970755815505981,,
9,193,,0.10000000149011612,,0.4434487819671631,,
9,194,,0.10000000149011612,,0.6821328997612,,
9,195,,0.10000000149011612,,0.596394956111908,,
9,196,,0.0,,0.5520016551017761,,
9,197,,0.10000000149011612,,0.8490957617759705,,
9,198,,0.0,,0.265031635761261,,
9,199,,0.0,,0.574943482875824,,
9,200,,0.30000001192092896,,0.6757245659828186,,
9,201,,0.0,,0.7127016186714172,,
9,202,,0.10000000149011612,,0.443305104970932,,
9,203,,0.10000000149011612,,0.4503727853298187,,
9,204,,0.0,,0.3715386986732483,,
9,205,,0.0,,0.788033664226532,,
9,206,,0.10000000149011612,,0.4585985243320465,,
9,207,,0.10000000149011612,,0.43807607889175415,,
9,208,,0.0,,0.4250977635383606,,
9,209,,0.0,,0.5637118816375732,,
9,209,,,,,0.09803921729326248,0.653027355670929
9,209,0.06796116381883621,,0.5323540568351746,,,
10,210,,0.0,,0.5425016283988953,,
10,211,,0.10000000149011612,,0.5186209082603455,,
10,212,,0.0,,0.6188392043113708,,
10,213,,0.10000000149011612,,0.547343909740448,,
10,214,,0.0,,0.3888411223888397,,
10,215,,0.10000000149011612,,0.48079434037208557,,
10,216,,0.0,,0.6386582255363464,,
10,217,,0.0,,0.4057007431983948,,
10,218,,0.20000000298023224,,0.48604997992515564,,
10,219,,0.0,,0.7005136609077454,,
10,220,,0.10000000149011612,,0.4906599223613739,,
10,221,,0.0,,0.4617951810359955,,
10,222,,0.10000000149011612,,0.3718213438987732,,
10,223,,0.20000000298023224,,0.46718940138816833,,
10,224,,0.4000000059604645,,0.44452211260795593,,
10,225,,0.10000000149011612,,0.6646662950515747,,
10,226,,0.4000000059604645,,0.5774669647216797,,
10,227,,0.10000000149011612,,0.4574095904827118,,
10,228,,0.10000000149011612,,0.6014582514762878,,
10,229,,0.10000000149011612,,0.8146500587463379,,
10,230,,0.0,,0.4344673156738281,,
10,230,,,,,0.11764705926179886,0.6511062979698181
10,230,0.10194174945354462,,0.5310768485069275,,,
11,231,,0.0,,0.46978288888931274,,
11,232,,0.10000000149011612,,0.39467212557792664,,
11,233,,0.10000000149011612,,0.6978829503059387,,
11,234,,0.10000000149011612,,0.651366651058197,,
11,235,,0.0,,0.5064440965652466,,
11,236,,0.10000000149011612,,0.4990578591823578,,
11,237,,0.10000000149011612,,0.42763781547546387,,
11,238,,0.0,,0.4222002625465393,,
11,239,,0.20000000298023224,,0.5096290707588196,,
11,240,,0.20000000298023224,,0.4493224322795868,,
11,241,,0.20000000298023224,,0.3581390082836151,,
11,242,,0.10000000149011612,,0.483732670545578,,
11,243,,0.0,,0.5265737771987915,,
11,244,,0.0,,0.8123494982719421,,
11,245,,0.0,,0.676088809967041,,
11,246,,0.10000000149011612,,0.42978712916374207,,
11,247,,0.10000000149011612,,0.7985162138938904,,
11,248,,0.10000000149011612,,0.49373140931129456,,
11,249,,0.10000000149011612,,0.3155256509780884,,
11,250,,0.0,,0.575956404209137,,
11,251,,0.0,,0.7768187522888184,,
11,251,,,,,0.0784313753247261,0.6544662117958069
11,251,0.0776699036359787,,0.5322567224502563,,,
12,252,,0.0,,0.4704979956150055,,
12,253,,0.10000000149011612,,0.3975912034511566,,
12,254,,0.20000000298023224,,0.6290773153305054,,
12,255,,0.0,,0.5196760296821594,,
12,256,,0.0,,0.5811948180198669,,
12,257,,0.30000001192092896,,0.6130520105361938,,
12,258,,0.0,,0.44644466042518616,,
12,259,,0.10000000149011612,,0.6874384880065918,,
12,260,,0.10000000149011612,,0.3339354991912842,,
12,261,,0.10000000149011612,,0.5431691408157349,,
12,262,,0.20000000298023224,,0.5801200270652771,,
12,263,,0.0,,0.5005326867103577,,
12,264,,0.0,,0.8410120010375977,,
12,265,,0.0,,0.2871328890323639,,
12,266,,0.0,,0.5292280316352844,,
12,267,,0.0,,0.4020976126194,,
12,268,,0.0,,0.544135570526123,,
12,269,,0.20000000298023224,,0.7185457348823547,,
12,270,,0.30000001192092896,,0.3898763358592987,,
12,271,,0.20000000298023224,,0.5893738865852356,,
12,272,,0.1666666716337204,,0.6122381687164307,,
12,272,,,,,0.0784313753247261,0.6569607853889465
12,272,0.09223300963640213,,0.5325958728790283,,,
13,273,,0.0,,0.5710102319717407,,
13,274,,0.20000000298023224,,0.5154510736465454,,
13,275,,0.0,,0.619979977607727,,
13,276,,0.10000000149011612,,0.45967403054237366,,
13,277,,0.0,,0.5243538618087769,,
13,278,,0.0,,0.4298774302005768,,
13,279,,0.10000000149011612,,0.46404916048049927,,
13,280,,0.10000000149011612,,0.4379444122314453,,
13,281,,0.10000000149011612,,0.6762898564338684,,
13,282,,0.0,,0.6153692603111267,,
13,283,,0.20000000298023224,,0.6187135577201843,,
13,284,,0.20000000298023224,,0.6294956803321838,,
13,285,,0.20000000298023224,,0.5475743412971497,,
13,286,,0.20000000298023224,,0.48577290773391724,,
13,287,,0.0,,0.2945185601711273,,
13,288,,0.20000000298023224,,0.47825413942337036,,
13,289,,0.10000000149011612,,0.5109385848045349,,
13,290,,0.20000000298023224,,0.6036176085472107,,
13,291,,0.20000000298023224,,0.49586591124534607,,
13,292,,0.0,,0.6227457523345947,,
13,293,,0.1666666716337204,,0.5565935373306274,,
13,293,,,,,0.13725490868091583,0.6483165621757507
13,293,0.10679611563682556,,0.5308471322059631,,,
14,294,,0.30000001192092896,,0.49333634972572327,,
14,295,,0.0,,0.4467836320400238,,
14,296,,0.10000000149011612,,0.7677052617073059,,
14,297,,0.10000000149011612,,0.3910713195800781,,
14,298,,0.30000001192092896,,0.49732765555381775,,
14,299,,0.20000000298023224,,0.38482412695884705,,
14,300,,0.10000000149011612,,0.5445072650909424,,
14,301,,0.0,,0.533548891544342,,
14,302,,0.10000000149011612,,0.6060767769813538,,
14,303,,0.10000000149011612,,0.880646824836731,,
14,304,,0.20000000298023224,,0.5080375671386719,,
14,305,,0.10000000149011612,,0.4755159318447113,,
14,306,,0.0,,0.38603338599205017,,
14,307,,0.20000000298023224,,0.5739098787307739,,
14,308,,0.20000000298023224,,0.6101812720298767,,
14,309,,0.10000000149011612,,0.5825512409210205,,
14,310,,0.10000000149011612,,0.7184590697288513,,
14,311,,0.4000000059604645,,0.36034584045410156,,
14,312,,0.0,,0.3882761597633362,,
14,313,,0.0,,0.40985924005508423,,
14,314,,0.0,,0.6540991067886353,,
14,314,,,,,0.05882352963089943,0.6585637331008911
14,314,0.12621359527111053,,0.5316241383552551,,,
15,315,,0.0,,0.41743579506874084,,
15,316,,0.20000000298023224,,0.5668691992759705,,
15,317,,0.10000000149011612,,0.5512763261795044,,
15,318,,0.20000000298023224,,0.5633926391601562,,
15,319,,0.20000000298023224,,0.4009232521057129,,
15,320,,0.10000000149011612,,0.36079511046409607,,
15,321,,0.0,,0.7708458304405212,,
15,322,,0.0,,0.3207816183567047,,
15,323,,0.20000000298023224,,0.5167633891105652,,
15,324,,0.10000000149011612,,0.48550891876220703,,
15,325,,0.0,,0.3424535393714905,,
15,326,,0.20000000298023224,,0.5117864012718201,,
15,327,,0.10000000149011612,,0.6082992553710938,,
15,328,,0.0,,0.7843705415725708,,
15,329,,0.0,,0.5623739361763,,
15,330,,0.0,,0.5015317797660828,,
15,331,,0.10000000149011612,,0.5216042995452881,,
15,332,,0.0,,0.8259872794151306,,
15,333,,0.10000000149011612,,0.4804862141609192,,
15,334,,0.4000000059604645,,0.5486248731613159,,
15,335,,0.3333333432674408,,0.5647331476211548,,
15,335,,,,,0.11764705926179886,0.6520242691040039
15,335,0.10679611563682556,,0.53305584192276,,,
16,336,,0.20000000298023224,,0.3984573483467102,,
16,337,,0.10000000149011612,,0.5835707783699036,,
16,338,,0.0,,0.6608189344406128,,
16,339,,0.0,,0.5056099891662598,,
16,340,,0.10000000149011612,,0.4756436049938202,,
16,341,,0.0,,0.42837151885032654,,
16,342,,0.10000000149011612,,0.3858099579811096,,
16,343,,0.10000000149011612,,0.5589813590049744,,
16,344,,0.10000000149011612,,0.44919347763061523,,
16,345,,0.10000000149011612,,0.6303367614746094,,
16,346,,0.30000001192092896,,0.6730963587760925,,
16,347,,0.10000000149011612,,0.5306198000907898,,
16,348,,0.20000000298023224,,0.6517831683158875,,
16,349,,0.10000000149011612,,0.48660707473754883,,
16,350,,0.30000001192092896,,0.9283618927001953,,
16,351,,0.0,,0.48383012413978577,,
16,352,,0.10000000149011612,,0.46329203248023987,,
16,353,,0.10000000149011612,,0.43726786971092224,,
16,354,,0.20000000298023224,,0.5233191251754761,,
16,355,,0.0,,0.42356377840042114,,
16,356,,0.3333333432674408,,0.41696983575820923,,
16,356,,,,,0.09803921729326248,0.6551191806793213
16,356,0.11650485545396805,,0.5305202603340149,,,
17,357,,0.10000000149011612,,0.5490934252738953,,
17,358,,0.30000001192092896,,0.5748298764228821,,
17,359,,0.10000000149011612,,0.7653013467788696,,
17,360,,0.10000000149011612,,0.33741211891174316,,
17,361,,0.0,,0.5777416229248047,,
17,362,,0.30000001192092896,,0.3681316673755646,,
17,363,,0.20000000298023224,,0.6305682063102722,,
17,364,,0.10000000149011612,,0.38216641545295715,,
17,365,,0.0,,0.3703705370426178,,
17,366,,0.0,,0.4902973175048828,,
17,367,,0.10000000149011612,,0.38402634859085083,,
17,368,,0.0,,0.5338029861450195,,
17,369,,0.0,,0.44448280334472656,,
17,370,,0.20000000298023224,,0.7312232851982117,,
17,371,,0.0,,0.6543705463409424,,
17,372,,0.30000001192092896,,0.402014821767807,,
17,373,,0.20000000298023224,,0.31679946184158325,,
17,374,,0.10000000149011612,,0.6649872660636902,,
17,375,,0.4000000059604645,,0.4930732846260071,,
17,376,,0.0,,0.9659884572029114,,
17,377,,0.0,,0.4534742832183838,,
17,377,,,,,0.1764705926179886,0.6448965668678284
17,377,0.12135922163724899,,0.5295517444610596,,,
18,378,,0.10000000149011612,,0.31178489327430725,,
18,379,,0.0,,0.48017618060112,,
18,380,,0.20000000298023224,,0.46515217423439026,,
18,381,,0.10000000149011612,,0.4586556851863861,,
18,382,,0.30000001192092896,,0.5904674530029297,,
18,383,,0.20000000298023224,,0.550887405872345,,
18,384,,0.20000000298023224,,0.41260096430778503,,
18,385,,0.20000000298023224,,0.3915797173976898,,
18,386,,0.30000001192092896,,0.5148090720176697,,
18,387,,0.10000000149011612,,0.5235094428062439,,
18,388,,0.10000000149011612,,0.8037956357002258,,
18,389,,0.20000000298023224,,0.5865623354911804,,
18,390,,0.20000000298023224,,0.4897323548793793,,
18,391,,0.20000000298023224,,0.47295665740966797,,
18,392,,0.10000000149011612,,0.5684201121330261,,
18,393,,0.10000000149011612,,0.30999207496643066,,
18,394,,0.0,,0.48495665192604065,,
18,395,,0.20000000298023224,,0.6689873933792114,,
18,396,,0.0,,0.7867993712425232,,
18,397,,0.10000000149011612,,0.6709886193275452,,
18,398,,0.3333333432674408,,0.567405641078949,,
18,398,,,,,0.13725490868091583,0.6461849808692932
18,398,0.15048544108867645,,0.5283135175704956,,,
19,399,,0.10000000149011612,,0.6587719917297363,,
19,400,,0.10000000149011612,,0.5079056024551392,,
19,401,,0.20000000298023224,,0.3526322543621063,,
19,402,,0.20000000298023224,,0.43454548716545105,,
19,403,,0.10000000149011612,,0.9000759124755859,,
19,404,,0.20000000298023224,,0.5407891869544983,,
19,405,,0.0,,0.5689839720726013,,
19,406,,0.4000000059604645,,0.43254733085632324,,
19,407,,0.10000000149011612,,0.5476765036582947,,
19,408,,0.10000000149011612,,0.5738905668258667,,
19,409,,0.0,,0.43343254923820496,,
19,410,,0.0,,0.426135778427124,,
19,411,,0.20000000298023224,,0.38160568475723267,,
19,412,,0.10000000149011612,,0.630920946598053,,
19,413,,0.0,,0.6293815970420837,,
19,414,,0.0,,0.6980387568473816,,
19,415,,0.30000001192092896,,0.32324108481407166,,
19,416,,0.20000000298023224,,0.5334676504135132,,
19,417,,0.0,,0.5729560852050781,,
19,418,,0.20000000298023224,,0.41802969574928284,,
19,419,,0.3333333432674408,,0.4832162857055664,,
19,419,,,,,0.19607843458652496,0.6422134041786194
19,419,0.13106796145439148,,0.5269397497177124,,,
20,420,,0.10000000149011612,,0.8820219039916992,,
20,421,,0.30000001192092896,,0.3125261962413788,,
20,422,,0.10000000149011612,,0.6725065112113953,,
20,423,,0.0,,0.5129150748252869,,
20,424,,0.10000000149011612,,0.45465120673179626,,
20,425,,0.30000001192092896,,0.5612547993659973,,
20,426,,0.4000000059604645,,0.4034896790981293,,
20,427,,0.10000000149011612,,0.45794305205345154,,
20,428,,0.0,,0.6882123351097107,,
20,429,,0.20000000298023224,,0.5335987210273743,,
20,430,,0.20000000298023224,,0.38290610909461975,,
20,431,,0.30000001192092896,,0.3806922137737274,,
20,432,,0.10000000149011612,,0.6008093953132629,,
20,433,,0.10000000149011612,,0.4868531823158264,,
20,434,,0.10000000149011612,,0.466262549161911,,
20,435,,0.10000000149011612,,0.5977476835250854,,
20,436,,0.10000000149011612,,0.8263993263244629,,
20,437,,0.10000000149011612,,0.5105053782463074,,
20,438,,0.10000000149011612,,0.42406272888183594,,
20,439,,0.0,,0.42002278566360474,,
20,440,,0.0,,0.45580312609672546,,
20,440,,,,,0.09803921729326248,0.654280424118042
20,440,0.13592232763767242,,0.5266438722610474,,,
21,441,,0.0,,0.47442370653152466,,
21,442,,0.30000001192092896,,0.48858124017715454,,
21,443,,0.10000000149011612,,0.4045375883579254,,
21,444,,0.4000000059604645,,0.6696719527244568,,
21,445,,0.0,,0.5665534138679504,,
21,446,,0.20000000298023224,,0.4574985206127167,,
21,447,,0.4000000059604645,,0.36743441224098206,,
21,448,,0.10000000149011612,,0.9716671109199524,,
21,449,,0.20000000298023224,,0.49429842829704285,,
21,450,,0.10000000149011612,,0.6709422469139099,,
21,451,,0.10000000149011612,,0.47238674759864807,,
21,452,,0.20000000298023224,,0.3725650906562805,,
21,453,,0.20000000298023224,,0.4882957637310028,,
21,454,,0.10000000149011612,,0.6179437637329102,,
21,455,,0.5,,0.6974005103111267,,
21,456,,0.0,,0.38717418909072876,,
21,457,,0.0,,0.41648396849632263,,
21,458,,0.20000000298023224,,0.4930119514465332,,
21,459,,0.20000000298023224,,0.5237401127815247,,
21,460,,0.0,,0.5910320281982422,,
21,461,,0.1666666716337204,,0.39762911200523376,,
21,461,,,,,0.0784313753247261,0.6631120443344116
21,461,0.1650485396385193,,0.527389407157898,,,
22,462,,0.10000000149011612,,0.6957661509513855,,
22,463,,0.30000001192092896,,0.6068446040153503,,
22,464,,0.0,,0.35853809118270874,,
22,465,,0.20000000298023224,,0.5204012393951416,,
22,466,,0.10000000149011612,,0.5194652080535889,,
22,467,,0.20000000298023224,,0.523888349533081,,
22,468,,0.10000000149011612,,0.46694403886795044,,
22,469,,0.10000000149011612,,0.44705167412757874,,
22,470,,0.30000001192092896,,0.7588490843772888,,
22,471,,0.30000001192092896,,0.4997572898864746,,
22,472,,0.10000000149011612,,0.6712285876274109,,
22,473,,0.0,,0.37093985080718994,,
22,474,,0.10000000149011612,,0.549653947353363,,
22,475,,0.20000000298023224,,0.3646029829978943,,
22,476,,0.0,,0.5340172052383423,,
22,477,,0.10000000149011612,,0.43835708498954773,,
22,478,,0.10000000149011612,,0.5390931963920593,,
22,479,,0.10000000149011612,,0.6526563763618469,,
22,480,,0.30000001192092896,,0.6007426381111145,,
22,481,,0.4000000059604645,,0.38678833842277527,,
22,482,,0.1666666716337204,,0.674433171749115,,
22,482,,,,,0.11764705926179886,0.6520026922225952
22,482,0.1553398072719574,,0.5296235084533691,,,
23,483,,0.10000000149011612,,0.4497225880622864,,
23,484,,0.30000001192092896,,0.49756789207458496,,
23,485,,0.10000000149011612,,0.7158758044242859,,
23,486,,0.10000000149011612,,0.6438694000244141,,
23,487,,0.20000000298023224,,0.5068519711494446,,
23,488,,0.10000000149011612,,0.6447960734367371,,
23,489,,0.0,,0.5484957695007324,,
23,490,,0.20000000298023224,,0.6061828136444092,,
23,491,,0.30000001192092896,,0.33422961831092834,,
23,492,,0.10000000149011612,,0.4497980773448944,,
23,493,,0.10000000149011612,,0.5952276587486267,,
23,494,,0.20000000298023224,,0.5768351554870605,,
23,495,,0.10000000149011612,,0.6226746439933777,,
23,496,,0.20000000298023224,,0.4448690414428711,,
23,497,,0.0,,0.5754815936088562,,
23,498,,0.0,,0.32179147005081177,,
23,499,,0.10000000149011612,,0.5496947169303894,,
23,500,,0.30000001192092896,,0.7172040939331055,,
23,501,,0.0,,0.4361530840396881,,
23,502,,0.10000000149011612,,0.38611409068107605,,
23,503,,0.1666666716337204,,0.43031391501426697,,
23,503,,,,,0.1568627506494522,0.64776611328125
23,503,0.13106796145439148,,0.5282341837882996,,,
24,504,,0.30000001192092896,,0.3846352696418762,,
24,505,,0.4000000059604645,,0.45767736434936523,,
24,506,,0.0,,0.5253875851631165,,
24,507,,0.5,,0.5259566903114319,,
24,508,,0.30000001192092896,,0.5522670149803162,,
24,509,,0.10000000149011612,,0.8508579134941101,,
24,510,,0.10000000149011612,,0.4823441505432129,,
24,511,,0.20000000298023224,,0.5754327774047852,,
24,512,,0.10000000149011612,,0.5932556390762329,,
24,513,,0.10000000149011612,,0.6119786500930786,,
24,514,,0.20000000298023224,,0.3967452645301819,,
24,515,,0.5,,0.44239234924316406,,
24,516,,0.0,,0.3972545564174652,,
24,517,,0.0,,0.6380916833877563,,
24,518,,0.20000000298023224,,0.3381640315055847,,
24,519,,0.0,,0.6314840316772461,,
24,520,,0.10000000149011612,,0.49129411578178406,,
24,521,,0.10000000149011612,,0.6277602314949036,,
24,522,,0.30000001192092896,,0.6807629466056824,,
24,523,,0.20000000298023224,,0.389766126871109,,
24,524,,0.1666666716337204,,0.34135109186172485,,
24,524,,,,,0.21568627655506134,0.6434796452522278
24,524,0.18446601927280426,,0.5241902470588684,,,
25,525,,0.20000000298023224,,0.44169607758522034,,
25,526,,0.4000000059604645,,0.359930157661438,,
