epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
6,141,,0.10000000149011612,,0.45888790488243103,,
6,142,,0.0,,0.5800458192825317,,
6,143,,0.0,,0.8254400491714478,,
6,144,,0.0,,0.7990447282791138,,
6,145,,0.10000000149011612,,0.45483070611953735,,
6,146,,0.0,,0.4455806016921997,,
6,146,,,,,0.03921568766236305,0.6592927575111389
6,146,0.04368932172656059,,0.5371714234352112,,,
7,147,,0.0,,0.6148041486740112,,
7,148,,0.0,,0.5253838896751404,,
7,149,,0.20000000298023224,,0.4799264073371887,,
7,150,,0.10000000149011612,,0.5854065418243408,,
7,151,,0.30000001192092896,,0.5248212814331055,,
7,152,,0.0,,0.5790669322013855,,
7,153,,0.20000000298023224,,0.37446579337120056,,
7,154,,0.20000000298023224,,0.4976470172405243,,
7,155,,0.0,,0.5577270984649658,,
7,156,,0.10000000149011612,,0.5518286824226379,,
7,157,,0.0,,0.42682933807373047,,
7,158,,0.0,,0.5514752864837646,,
7,159,,0.0,,0.648291289806366,,
7,160,,0.10000000149011612,,0.6592313647270203,,
7,161,,0.20000000298023224,,0.510418713092804,,
7,162,,0.0,,0.4699315130710602,,
7,163,,0.10000000149011612,,0.523134171962738,,
7,164,,0.10000000149011612,,0.4657483994960785,,
7,165,,0.0,,0.543543815612793,,
7,166,,0.10000000149011612,,0.62458735704422,,
7,167,,0.0,,0.5765020847320557,,
7,167,,,,,0.05882352963089943,0.6580922603607178
7,167,0.08252426981925964,,0.5369015336036682,,,
8,168,,0.10000000149011612,,0.5443482398986816,,
8,169,,0.10000000149011612,,0.47050198912620544,,
8,170,,0.10000000149011612,,0.42219528555870056,,
8,171,,0.10000000149011612,,0.7215557098388672,,
8,172,,0.0,,0.5074337124824524,,
8,173,,0.20000000298023224,,0.5595461130142212,,
8,174,,0.10000000149011612,,0.5458748936653137,,
8,175,,0.0,,0.6142487525939941,,
8,176,,0.10000000149011612,,0.42357537150382996,,
8,177,,0.10000000149011612,,0.52293461561203,,
8,178,,0.30000001192092896,,0.5225886106491089,,
8,179,,0.10000000149011612,,0.43352609872817993,,
8,180,,0.0,,0.44319745898246765,,
8,181,,0.30000001192092896,,0.513550877571106,,
8,182,,0.0,,0.5404406785964966,,
8,183,,0.20000000298023224,,0.6858512163162231,,
8,184,,0.10000000149011612,,0.38756564259529114,,
8,185,,0.0,,0.6095351576805115,,
8,186,,0.10000000149011612,,0.5961856245994568,,
8,187,,0.0,,0.8022573590278625,,
8,188,,0.0,,0.291604608297348,,
8,188,,,,,0.03921568766236305,0.6591789126396179
8,188,0.09708737581968307,,0.5360133647918701,,,
9,189,,0.0,,0.5166756510734558,,
9,190,,0.10000000149011612,,0.546833336353302,,
9,191,,0.20000000298023224,,0.47357502579689026,,
9,192,,0.10000000149011612,,0.45591989159584045,,
9,193,,0.0,,0.5944408774375916,,
9,194,,0.20000000298023224,,0.41404399275779724,,
9,195,,0.30000001192092896,,0.5148223042488098,,
9,196,,0.10000000149011612,,0.6078028678894043,,
9,197,,0.0,,0.40695539116859436,,
9,198,,0.0,,0.9296485781669617,,
9,199,,0.0,,0.5170523524284363,,
9,200,,0.0,,0.4158223271369934,,
9,201,,0.0,,0.6176354289054871,,
9,202,,0.30000001192092896,,0.4651619493961334,,
9,203,,0.20000000298023224,,0.34701284766197205,,
9,204,,0.20000000298023224,,0.6235484480857849,,
9,205,,0.20000000298023224,,0.5922768115997314,,
9,206,,0.0,,0.6720548868179321,,
9,207,,0.0,,0.4469817280769348,,
9,208,,0.20000000298023224,,0.33724674582481384,,
9,209,,0.0,,0.8969635963439941,,
9,209,,,,,0.0784313753247261,0.6595416069030762
9,209,0.10194174945354462,,0.5356160402297974,,,
10,210,,0.0,,0.38699159026145935,,
10,211,,0.0,,0.5692844986915588,,
10,212,,0.5,,0.35881707072257996,,
10,213,,0.0,,0.7895883321762085,,
10,214,,0.0,,0.6104298830032349,,
10,215,,0.30000001192092896,,0.6756440997123718,,
10,216,,0.20000000298023224,,0.6370531916618347,,
10,217,,0.10000000149011612,,0.4674031436443329,,
10,218,,0.0,,0.6235288977622986,,
10,219,,0.0,,0.5407881736755371,,
10,220,,0.10000000149011612,,0.4277869164943695,,
10,221,,0.20000000298023224,,0.5787834525108337,,
10,222,,0.0,,0.36817681789398193,,
10,223,,0.10000000149011612,,0.5308318138122559,,
10,224,,0.10000000149011612,,0.45895108580589294,,
10,225,,0.10000000149011612,,0.3999558687210083,,
10,226,,0.20000000298023224,,0.47673550248146057,,
10,227,,0.10000000149011612,,0.48602086305618286,,
10,228,,0.10000000149011612,,0.6875368356704712,,
10,229,,0.20000000298023224,,0.5450074076652527,,
10,230,,0.1666666716337204,,0.664541482925415,,
10,230,,,,,0.05882352963089943,0.6568548083305359
10,230,0.11650485545396805,,0.5348563194274902,,,
11,231,,0.30000001192092896,,0.6628785133361816,,
11,232,,0.0,,0.5961709022521973,,
11,233,,0.10000000149011612,,0.39806029200553894,,
11,234,,0.30000001192092896,,0.4968256950378418,,
11,235,,0.0,,0.6067184805870056,,
11,236,,0.0,,0.5283684730529785,,
11,237,,0.30000001192092896,,0.39505353569984436,,
11,238,,0.10000000149011612,,0.6706220507621765,,
11,239,,0.0,,0.5337602496147156,,
11,240,,0.0,,0.4559056758880615,,
11,241,,0.0,,0.6160447001457214,,
11,242,,0.0,,0.5032489895820618,,
11,243,,0.10000000149011612,,0.6205255389213562,,
11,244,,0.20000000298023224,,0.5504968762397766,,
11,245,,0.10000000149011612,,0.5209373831748962,,
11,246,,0.10000000149011612,,0.5082175731658936,,
11,247,,0.10000000149011612,,0.40982890129089355,,
11,248,,0.20000000298023224,,0.4743379056453705,,
11,249,,0.0,,0.5640722513198853,,
11,250,,0.0,,0.693600594997406,,
11,251,,0.0,,0.36237987875938416,,
11,251,,,,,0.05882352963089943,0.6622385382652283
11,251,0.09223300963640213,,0.5351020097732544,,,
12,252,,0.10000000149011612,,0.745037853717804,,
12,253,,0.10000000149011612,,0.3583754599094391,,
12,254,,0.30000001192092896,,0.7096248269081116,,
12,255,,0.0,,0.5684443116188049,,
12,256,,0.10000000149011612,,0.4394695460796356,,
12,257,,0.0,,0.4480879306793213,,
12,258,,0.0,,0.5113531947135925,,
12,259,,0.0,,0.6425471305847168,,
12,260,,0.10000000149011612,,0.40353280305862427,,
12,261,,0.0,,0.33178600668907166,,
12,262,,0.10000000149011612,,0.38937321305274963,,
12,263,,0.20000000298023224,,0.3573882579803467,,
12,264,,0.0,,0.5518262982368469,,
12,265,,0.30000001192092896,,0.39891117811203003,,
12,266,,0.20000000298023224,,0.461534321308136,,
12,267,,0.20000000298023224,,0.6807666420936584,,
12,268,,0.10000000149011612,,0.5372870564460754,,
12,269,,0.10000000149011612,,0.5993569493293762,,
12,270,,0.30000001192092896,,0.6662800908088684,,
12,271,,0.0,,0.8112307786941528,,
12,272,,0.1666666716337204,,0.6571657657623291,,
12,272,,,,,0.0784313753247261,0.6551766991615295
12,272,0.1116504818201065,,0.5342967510223389,,,
13,273,,0.10000000149011612,,0.5885559916496277,,
13,274,,0.10000000149011612,,0.6488358378410339,,
13,275,,0.10000000149011612,,0.6383176445960999,,
13,276,,0.0,,0.654254138469696,,
13,277,,0.10000000149011612,,0.4841333329677582,,
13,278,,0.0,,0.5007096529006958,,
13,279,,0.20000000298023224,,0.6290784478187561,,
13,280,,0.20000000298023224,,0.45155230164527893,,
13,281,,0.20000000298023224,,0.4413619935512543,,
13,282,,0.0,,0.34363821148872375,,
13,283,,0.20000000298023224,,0.3872494101524353,,
13,284,,0.10000000149011612,,0.36809757351875305,,
13,285,,0.30000001192092896,,0.33613425493240356,,
13,286,,0.0,,0.7656905055046082,,
13,287,,0.20000000298023224,,0.6092454791069031,,
13,288,,0.10000000149011612,,0.7077608108520508,,
13,289,,0.10000000149011612,,0.46679502725601196,,
13,290,,0.10000000149011612,,0.4820118546485901,,
13,291,,0.0,,0.539774477481842,,
13,292,,0.10000000149011612,,0.4203115403652191,,
13,293,,0.0,,0.9205155372619629,,
13,293,,,,,0.03921568766236305,0.6575809717178345
13,293,0.10679611563682556,,0.5347484350204468,,,
14,294,,0.0,,0.5183815360069275,,
14,295,,0.20000000298023224,,0.5508343577384949,,
14,296,,0.10000000149011612,,0.5569532513618469,,
14,297,,0.10000000149011612,,0.4503249228000641,,
14,298,,0.10000000149011612,,0.5205597281455994,,
14,299,,0.30000001192092896,,0.5264177918434143,,
14,300,,0.10000000149011612,,0.7009094953536987,,
14,301,,0.20000000298023224,,0.3145666718482971,,
14,302,,0.10000000149011612,,0.37255722284317017,,
14,303,,0.20000000298023224,,0.4676196277141571,,
14,304,,0.0,,0.5385406613349915,,
14,305,,0.20000000298023224,,0.3805793225765228,,
14,306,,0.30000001192092896,,0.5014556050300598,,
14,307,,0.0,,0.5431100726127625,,
14,308,,0.10000000149011612,,0.5511773228645325,,
14,309,,0.20000000298023224,,0.7378085255622864,,
14,310,,0.30000001192092896,,0.38907819986343384,,
14,311,,0.10000000149011612,,0.5557464957237244,,
14,312,,0.0,,0.7094498872756958,,
14,313,,0.10000000149011612,,0.6565138697624207,,
14,314,,0.0,,0.8060781359672546,,
14,314,,,,,0.0784313753247261,0.6552822589874268
14,314,0.13106796145439148,,0.5352540016174316,,,
15,315,,0.10000000149011612,,0.5995834469795227,,
15,316,,0.0,,0.5175289511680603,,
15,317,,0.10000000149011612,,0.5071455240249634,,
15,318,,0.10000000149011612,,0.619124174118042,,
15,319,,0.20000000298023224,,0.38695481419563293,,
15,320,,0.30000001192092896,,0.4472677409648895,,
15,321,,0.10000000149011612,,0.6861662268638611,,
15,322,,0.10000000149011612,,0.6074914336204529,,
15,323,,0.0,,0.6948302388191223,,
15,324,,0.0,,0.4335603415966034,,
15,325,,0.10000000149011612,,0.5929160714149475,,
15,326,,0.10000000149011612,,0.794329822063446,,
15,327,,0.20000000298023224,,0.49418067932128906,,
15,328,,0.0,,0.4717731475830078,,
15,329,,0.30000001192092896,,0.41289663314819336,,
15,330,,0.0,,0.5266677141189575,,
15,331,,0.20000000298023224,,0.5071192979812622,,
15,332,,0.30000001192092896,,0.4216412603855133,,
15,333,,0.0,,0.5663312673568726,,
15,334,,0.20000000298023224,,0.3946838676929474,,
15,335,,0.0,,0.5520612597465515,,
15,335,,,,,0.0784313753247261,0.6601080298423767
15,335,0.11650485545396805,,0.5346325039863586,,,
16,336,,0.20000000298023224,,0.391891211271286,,
16,337,,0.20000000298023224,,0.5134556293487549,,
16,338,,0.30000001192092896,,0.4313439428806305,,
16,339,,0.20000000298023224,,0.5910419821739197,,
16,340,,0.10000000149011612,,0.4366213381290436,,
16,341,,0.0,,0.6385561227798462,,
16,342,,0.10000000149011612,,0.518894612789154,,
16,343,,0.20000000298023224,,0.5502442717552185,,
16,344,,0.0,,0.571235179901123,,
16,345,,0.10000000149011612,,0.5919398069381714,,
16,346,,0.20000000298023224,,0.3385747969150543,,
16,347,,0.0,,0.5425252914428711,,
16,348,,0.4000000059604645,,0.5246528387069702,,
16,349,,0.10000000149011612,,0.5473443269729614,,
16,350,,0.0,,0.7015523314476013,,
16,351,,0.20000000298023224,,0.41113242506980896,,
16,352,,0.0,,0.470297247171402,,
16,353,,0.0,,0.6520048975944519,,
16,354,,0.0,,0.7178958654403687,,
16,355,,0.10000000149011612,,0.6025511622428894,,
16,356,,0.0,,0.4403148889541626,,
16,356,,,,,0.03921568766236305,0.6571054458618164
16,356,0.11650485545396805,,0.534366250038147,,,
17,357,,0.0,,0.539512574672699,,
17,358,,0.0,,0.4593333303928375,,
17,359,,0.10000000149011612,,0.4910515248775482,,
17,360,,0.0,,0.5729005932807922,,
17,361,,0.20000000298023224,,0.44004058837890625,,
17,362,,0.20000000298023224,,0.32225197553634644,,
17,363,,0.0,,0.597012460231781,,
17,364,,0.4000000059604645,,0.49779176712036133,,
17,365,,0.10000000149011612,,0.3909090757369995,,
17,366,,0.10000000149011612,,0.8220070004463196,,
17,367,,0.20000000298023224,,0.5370835661888123,,
17,368,,0.0,,0.5307132601737976,,
17,369,,0.0,,0.44137129187583923,,
17,370,,0.30000001192092896,,0.5383731722831726,,
17,371,,0.20000000298023224,,0.6344755291938782,,
17,372,,0.0,,0.5255162119865417,,
17,373,,0.10000000149011612,,0.6307141184806824,,
17,374,,0.10000000149011612,,0.6423410773277283,,
17,375,,0.20000000298023224,,0.36976662278175354,,
17,376,,0.10000000149011612,,0.7300777435302734,,
17,377,,0.1666666716337204,,0.4643600881099701,,
17,377,,,,,0.05882352963089943,0.6640364527702332
17,377,0.11650485545396805,,0.5335854291915894,,,
18,378,,0.10000000149011612,,0.42058563232421875,,
18,379,,0.10000000149011612,,0.6027041673660278,,
18,380,,0.10000000149011612,,0.5165597796440125,,
18,381,,0.0,,0.5333806276321411,,
18,382,,0.0,,0.8663987517356873,,
18,383,,0.10000000149011612,,0.3815403878688812,,
18,384,,0.20000000298023224,,0.4360678791999817,,
18,385,,0.10000000149011612,,0.8964884877204895,,
18,386,,0.0,,0.5781175494194031,,
18,387,,0.10000000149011612,,0.4872669279575348,,
18,388,,0.0,,0.4140002429485321,,
18,389,,0.20000000298023224,,0.43887653946876526,,
18,390,,0.20000000298023224,,0.3137509822845459,,
18,391,,0.10000000149011612,,0.5209682583808899,,
18,392,,0.10000000149011612,,0.4992595613002777,,
18,393,,0.30000001192092896,,0.6077474355697632,,
18,394,,0.0,,0.757116973400116,,
18,395,,0.5,,0.347818523645401,,
18,396,,0.10000000149011612,,0.41096994280815125,,
18,397,,0.10000000149011612,,0.6622344851493835,,
18,398,,0.1666666716337204,,0.452140748500824,,
18,398,,,,,0.0784313753247261,0.6558783054351807
18,398,0.12135922163724899,,0.5321911573410034,,,
19,399,,0.20000000298023224,,0.45072314143180847,,
19,400,,0.0,,0.5188440680503845,,
19,401,,0.30000001192092896,,0.38419967889785767,,
19,402,,0.10000000149011612,,0.5221112966537476,,
19,403,,0.10000000149011612,,0.46132633090019226,,
19,404,,0.0,,0.4772104322910309,,
19,405,,0.0,,0.7351452708244324,,
19,406,,0.10000000149011612,,0.36711186170578003,,
19,407,,0.0,,0.5650263428688049,,
19,408,,0.0,,0.43642550706863403,,
19,409,,0.0,,0.6074773073196411,,
19,410,,0.10000000149011612,,0.8257738947868347,,
19,411,,0.0,,0.31087008118629456,,
19,412,,0.30000001192092896,,0.5132527351379395,,
19,413,,0.10000000149011612,,0.5633217692375183,,
19,414,,0.10000000149011612,,0.6141369938850403,,
19,415,,0.20000000298023224,,0.6081635355949402,,
19,416,,0.30000001192092896,,0.5592595934867859,,
19,417,,0.30000001192092896,,0.3730641305446625,,
19,418,,0.0,,0.7570927143096924,,
19,419,,0.3333333432674408,,0.569746196269989,,
19,419,,,,,0.0784313753247261,0.6617622375488281
19,419,0.11650485545396805,,0.5336109399795532,,,
20,420,,0.0,,0.35776492953300476,,
20,421,,0.20000000298023224,,0.40107011795043945,,
20,422,,0.30000001192092896,,0.4895525872707367,,
20,423,,0.10000000149011612,,0.46274128556251526,,
20,424,,0.10000000149011612,,0.6005411148071289,,
20,425,,0.0,,0.5250341296195984,,
20,426,,0.20000000298023224,,0.5371255278587341,,
20,427,,0.20000000298023224,,0.4362742602825165,,
20,428,,0.20000000298023224,,0.4606435000896454,,
20,429,,0.10000000149011612,,0.5679709315299988,,
20,430,,0.10000000149011612,,0.5619024634361267,,
20,431,,0.10000000149011612,,0.5927004814147949,,
20,432,,0.0,,0.6502583622932434,,
20,433,,0.0,,0.5434434413909912,,
20,434,,0.20000000298023224,,0.8198103308677673,,
20,435,,0.20000000298023224,,0.5663877725601196,,
20,436,,0.0,,0.5858381986618042,,
20,437,,0.10000000149011612,,0.6066668033599854,,
20,438,,0.0,,0.4927021563053131,,
20,439,,0.30000001192092896,,0.5158368945121765,,
20,440,,0.3333333432674408,,0.33692070841789246,,
20,440,,,,,0.09803921729326248,0.6545764803886414
20,440,0.12621359527111053,,0.532835841178894,,,
21,441,,0.10000000149011612,,0.5787636041641235,,
21,442,,0.0,,0.6649815440177917,,
21,443,,0.10000000149011612,,0.7334331274032593,,
21,444,,0.10000000149011612,,0.34618285298347473,,
21,445,,0.20000000298023224,,0.3283780515193939,,
21,446,,0.20000000298023224,,0.5649296045303345,,
21,447,,0.10000000149011612,,0.5319021940231323,,
21,448,,0.10000000149011612,,0.4505157470703125,,
21,449,,0.20000000298023224,,0.6308784484863281,,
21,450,,0.0,,0.5709801912307739,,
21,451,,0.20000000298023224,,0.5616183280944824,,
21,452,,0.20000000298023224,,0.6351370215415955,,
21,453,,0.4000000059604645,,0.4136326313018799,,
21,454,,0.0,,0.5471307039260864,,
21,455,,0.10000000149011612,,0.4137924313545227,,
21,456,,0.10000000149011612,,0.6162940859794617,,
21,457,,0.30000001192092896,,0.6658354997634888,,
21,458,,0.0,,0.6469311714172363,,
21,459,,0.0,,0.4541150629520416,,
21,460,,0.10000000149011612,,0.4269579350948334,,
21,461,,0.5,,0.30432915687561035,,
21,461,,,,,0.05882352963089943,0.6650960445404053
21,461,0.13592232763767242,,0.5322809815406799,,,
22,462,,0.20000000298023224,,0.3425101935863495,,
22,463,,0.0,,0.5723118185997009,,
22,464,,0.30000001192092896,,0.5823609232902527,,
22,465,,0.20000000298023224,,0.3683187961578369,,
22,466,,0.10000000149011612,,0.4581758677959442,,
22,467,,0.0,,0.5840194821357727,,
22,468,,0.20000000298023224,,0.7081195712089539,,
22,469,,0.10000000149011612,,0.47722673416137695,,
22,470,,0.0,,0.5193712115287781,,
22,471,,0.20000000298023224,,0.6665696501731873,,
22,472,,0.0,,0.587986946105957,,
22,473,,0.0,,0.563969612121582,,
22,474,,0.10000000149011612,,0.8028632998466492,,
22,475,,0.0,,0.55036860704422,,
22,476,,0.10000000149011612,,0.6255826354026794,,
22,477,,0.4000000059604645,,0.2679827809333801,,
22,478,,0.10000000149011612,,0.6082295775413513,,
22,479,,0.10000000149011612,,0.46146470308303833,,
22,480,,0.0,,0.4774034917354584,,
22,481,,0.10000000149011612,,0.5839582681655884,,
22,482,,0.1666666716337204,,0.3134754002094269,,
22,482,,,,,0.05882352963089943,0.6560900211334229
22,482,0.1116504818201065,,0.5338290929794312,,,
23,483,,0.20000000298023224,,0.3611994683742523,,
23,484,,0.10000000149011612,,0.3787907063961029,,
23,485,,0.0,,0.5321022272109985,,
23,486,,0.10000000149011612,,0.5666543841362,,
23,487,,0.10000000149011612,,0.5661391615867615,,
23,488,,0.4000000059604645,,0.6102893352508545,,
23,489,,0.20000000298023224,,0.423887699842453,,
23,490,,0.10000000149011612,,0.774688720703125,,
23,491,,0.0,,0.6218602061271667,,
23,492,,0.30000001192092896,,0.5966000556945801,,
23,493,,0.20000000298023224,,0.5220606327056885,,
23,494,,0.20000000298023224,,0.44986090064048767,,
23,495,,0.0,,0.5700961351394653,,
23,496,,0.0,,0.8235951662063599,,
23,497,,0.10000000149011612,,0.48952922224998474,,
23,498,,0.20000000298023224,,0.39194050431251526,,
23,499,,0.10000000149011612,,0.4511335790157318,,
23,500,,0.10000000149011612,,0.7454330921173096,,
23,501,,0.20000000298023224,,0.40989023447036743,,
23,502,,0.10000000149011612,,0.41724586486816406,,
23,503,,0.0,,0.3880027234554291,,
23,503,,,,,0.03921568766236305,0.6601759195327759
23,503,0.13106796145439148,,0.5308640003204346,,,
24,504,,0.10000000149011612,,0.43130502104759216,,
24,505,,0.20000000298023224,,0.33844253420829773,,
24,506,,0.20000000298023224,,0.435002863407135,,
24,507,,0.20000000298023224,,0.5215690732002258,,
24,508,,0.0,,0.6054162979125977,,
24,509,,0.10000000149011612,,0.7632474899291992,,
24,510,,0.10000000149011612,,0.5963215231895447,,
24,511,,0.0,,0.6015534400939941,,
24,512,,0.0,,0.6578766703605652,,
24,513,,0.30000001192092896,,0.35137975215911865,,
24,514,,0.0,,0.8309230804443359,,
24,515,,0.20000000298023224,,0.3615575432777405,,
24,516,,0.10000000149011612,,0.5459966063499451,,
24,517,,0.20000000298023224,,0.4254211485385895,,
24,518,,0.10000000149011612,,0.6464793086051941,,
24,519,,0.20000000298023224,,0.4888000190258026,,
24,520,,0.10000000149011612,,0.4904422461986542,,
24,521,,0.10000000149011612,,0.49435797333717346,,
24,522,,0.20000000298023224,,0.552530825138092,,
24,523,,0.0,,0.5008322596549988,,
24,524,,0.0,,0.5479530692100525,,
24,524,,,,,0.05882352963089943,0.6521630883216858
24,524,0.11650485545396805,,0.5324382185935974,,,
25,525,,0.30000001192092896,,0.5767058730125427,,
25,526,,0.20000000298023224,,0.8010482788085938,,
25,527,,0.20000000298023224,,0.5452033877372742,,
25,528,,0.20000000298023224,,0.47666531801223755,,
25,529,,0.10000000149011612,,0.5303868651390076,,
